Ticker,Cluster,mean_intragroup_correlation,diff_to_mean_group_corr,correlation_0,correlation_1,correlation_2,correlation_3,correlation_4,correlation_5,correlation_6,correlation_7
QTWO,3,-0.00439,0.00474,-0.00736,0.02065,0.00198,0.00035,-0.00146,-0.00039,-0.00014,0.00608
AMGN,2,0.16715,0.09245,0.30844,-0.00803,0.25961,-0.00705,0.18558,0.0902,0.01832,0.32254
SBSW,6,0.01212,-0.01095,0.02723,0.00788,0.01649,0.00046,0.01272,0.00379,0.00118,0.02306
MNKD,4,0.1117,-1e-05,0.17357,-0.02375,0.13997,-0.0053,0.11169,0.0589,0.0122,0.17184
VPV,5,0.11046,0.30913,0.10376,-0.00311,0.14445,-0.00189,0.0896,0.41958,0.00702,0.18605
KFS,6,0.01212,-0.00317,0.09025,-0.01381,0.07131,-0.00256,0.04988,0.02554,0.00896,0.09189
BGC,2,0.16715,0.14384,0.42411,-0.00253,0.31099,-0.0079,0.2068,0.13449,0.02147,0.40631
HOFT,2,0.16715,0.08195,0.36069,-0.00599,0.24911,-0.00668,0.168,0.09637,0.0172,0.31246
AXGN,4,0.1117,-0.01297,0.15351,0.00777,0.1289,-0.00177,0.09873,0.0752,0.00745,0.16035
SHZNY,6,0.01212,-0.0055,0.00543,-0.06479,0.00683,0.00063,0.00213,0.00119,0.00662,0.01092
ARDX,6,0.01212,-0.00815,0.01466,0.00588,0.00723,-0.00123,0.00411,0.00303,0.00398,0.01269
AKAM,4,0.1117,0.04856,0.24885,0.00271,0.23177,-0.0064,0.16026,0.06581,0.01923,0.29478
TALO,3,-0.00439,0.00236,-0.02456,-0.01788,-0.00933,-0.00202,-0.0023,0.01407,-0.0008,-0.00859
GRVY,6,0.01212,-0.00447,0.0688,-0.00293,0.07833,-0.00296,0.06182,0.05548,0.00765,0.09762
SAIC,6,0.01212,-0.00694,0.02261,-0.00707,0.01366,-7e-05,0.00724,-0.01499,0.00519,0.01795
ATLC,4,0.1117,-0.00239,0.18682,0.00061,0.15991,-0.00384,0.10931,0.10271,0.01258,0.21423
NTRS,0,0.21347,0.36483,0.5783,-0.00558,0.38791,-0.01214,0.25495,0.10381,0.02898,0.51895
CEPU,6,0.01212,-0.01087,0.02601,-0.00675,0.02271,-0.00144,0.01333,0.00575,0.00125,0.03288
ORCL,2,0.16715,0.14617,0.36232,-0.00515,0.31332,-0.01019,0.20395,0.12472,0.02384,0.40704
V,7,0.21639,0.25066,0.40664,-0.01149,0.35199,-0.00926,0.22954,0.14555,0.02401,0.46705
KWR,7,0.21639,0.25261,0.49711,-0.00817,0.36313,-0.0108,0.24256,0.12986,0.02614,0.469
ARIS,3,-0.00439,0.00766,0.01161,-0.01837,-0.00686,0.00327,-0.00635,-0.01319,0.00232,-0.00808
ALLY,3,-0.00439,0.00442,0.00754,0.00237,-0.00041,3e-05,-4e-05,-0.00545,-0.0011,0.00329
BKU,3,-0.00439,0.00493,0.0086,-0.01386,-0.00542,0.00054,-0.00582,-0.01512,0.00014,-0.00671
KNIT,3,-0.00439,0.00576,-0.01334,0.00353,-0.01294,0.00137,-0.00654,-0.00595,0.00099,-0.01958
SLQT,6,0.01212,-0.01202,0.02668,-0.00163,0.01794,-0.00069,0.00994,0.00355,0.0001,0.02064
GHI,4,0.1117,0.01302,0.23801,-0.01921,0.19282,-0.00275,0.12472,0.17107,0.00999,0.25528
LE,3,-0.00439,0.00432,-0.01587,-0.02137,-0.00218,-6e-05,-0.00155,0.0121,-0.0018,-0.005
BMEZ,6,0.01212,-0.00722,0.02787,0.00982,0.02568,-0.00179,0.01576,0.0062,0.0049,0.03396
PCT,3,-0.00439,0.0064,-0.02823,0.00241,-0.02028,0.00201,-0.00943,0.00543,-0.00178,-0.02488
SWN,4,0.1117,0.03442,0.24773,0.00785,0.18973,-0.00701,0.14612,0.05141,0.01764,0.24349
GDV,7,0.21639,0.38229,0.52031,0.00294,0.45172,-0.0124,0.29907,0.2965,0.03286,0.59868
TKC,4,0.1117,0.02057,0.2278,0.01395,0.19486,-0.00849,0.13227,0.09579,0.01963,0.24943
BIOGY,6,0.01212,-0.00859,0.01654,-0.00069,0.01096,0.00082,0.00909,0.00487,0.00353,0.01115
KT,4,0.1117,0.04158,0.24932,0.01523,0.22719,-0.00511,0.15328,0.14595,0.01588,0.29602
NDAQ,7,0.21639,0.23067,0.41963,-0.00352,0.34433,-0.00971,0.22394,0.15957,0.0251,0.44706
NCLH,1,0.00861,0.04422,-0.01423,0.05283,-0.00361,-0.00033,-0.0002,-0.00279,-0.00025,-0.0019
SBCF,0,0.21347,0.30671,0.52018,0.0016,0.31241,-0.00779,0.20866,0.10294,0.01906,0.40802
IMMP,6,0.01212,-0.00736,0.03255,0.00478,0.01977,-0.00183,0.01073,-0.00101,0.00476,0.02261
POR,2,0.16715,0.13998,0.37622,-0.01697,0.30713,-0.00967,0.1836,0.18393,0.02118,0.37322
MRCY,2,0.16715,0.10641,0.35858,-0.0129,0.27356,-0.00932,0.18413,0.09791,0.02013,0.33902
SAGE,3,-0.00439,0.00429,-0.01184,0.0032,-0.00016,-0.0001,-0.00099,-0.00357,0.00019,0.00106
HVT,2,0.16715,0.11955,0.41605,-0.00632,0.2867,-0.00841,0.18934,0.08762,0.0213,0.3598
KTF,5,0.11046,0.30616,0.11623,-0.00091,0.15273,-0.00193,0.09427,0.41662,0.00824,0.19435
ED,4,0.1117,0.0089,0.23445,-0.01494,0.21743,-0.00726,0.1206,0.17353,0.01644,0.25627
HOV,2,0.16715,0.12024,0.3484,0.00392,0.28739,-0.00835,0.19409,0.17211,0.02347,0.38069
FFWM,6,0.01212,-0.00761,-0.00044,-0.01776,0.00332,-6e-05,0.00038,-0.00379,0.00451,-0.00047
IFS,6,0.01212,-0.01265,0.018,0.00067,0.01183,-0.00072,0.00886,0.01159,-0.00053,0.01547
RA,6,0.01212,-0.00856,0.00421,0.0077,0.00598,-0.00031,0.00273,0.02627,0.00357,0.00892
GHG,3,-0.00439,0.00488,-0.00908,-0.00509,-0.01354,0.00049,-0.01027,-0.00912,-0.00216,-0.01942
IP,7,0.21639,0.2732,0.48518,0.01212,0.36764,-0.01032,0.23847,0.13648,0.02495,0.4896
GOGO,3,-0.00439,0.00353,-0.00304,-0.02936,-0.00225,-0.00086,-0.00105,-0.01318,-0.00089,-0.00411
WAT,7,0.21639,0.21723,0.39518,-0.00932,0.33162,-0.00985,0.22131,0.1402,0.02563,0.43363
EDD,2,0.16715,0.13774,0.30167,0.00895,0.3049,-0.00785,0.19975,0.31041,0.02276,0.3977
VTLE,3,-0.00439,0.00383,-0.02352,0.01302,-0.01626,-0.00056,-0.01046,-0.00648,-0.00119,-0.02144
BOX,6,0.01212,-0.00863,0.03303,-0.00593,0.01856,-0.00267,0.00995,-0.0086,0.00349,0.02352
MSCI,7,0.21639,0.21768,0.37271,-4e-05,0.33453,-0.00942,0.22523,0.17206,0.02249,0.43407
HI,7,0.21639,0.27067,0.52326,0.00212,0.37285,-0.00919,0.25074,0.16711,0.02587,0.48706
CRNC,6,0.01212,-0.00729,0.02202,-0.02856,0.0152,-0.00014,0.01052,0.00217,0.00483,0.02463
RJF,0,0.21347,0.37911,0.59258,0.00476,0.40118,-0.012,0.26582,0.09266,0.02856,0.53686
PLMJ,1,0.00861,0.06902,0.04132,0.07763,0.03751,-0.00103,0.02269,-0.00669,-0.00132,0.04961
IDYA,6,0.01212,-0.01109,0.01231,-0.00428,0.01363,-0.00237,0.0075,-0.01417,0.00103,0.01484
ARCC,7,0.21639,0.26728,0.42516,0.00338,0.36276,-0.01069,0.23272,0.25909,0.02633,0.48367
SOHU,4,0.1117,0.03731,0.20732,-0.0008,0.20243,-0.00644,0.14901,0.10586,0.01784,0.26056
SLRC,3,-0.00439,0.00552,-0.02486,0.0051,-0.01487,0.00113,-0.00917,0.00952,-0.00257,-0.01726
SWK,7,0.21639,0.3139,0.49795,-0.00483,0.39291,-0.01067,0.25444,0.17552,0.02845,0.53029
PROC,6,0.01212,-0.00859,0.00678,0.00088,0.00961,-0.00252,0.00616,0.01782,0.00353,0.00791
BBUC,3,-0.00439,0.0055,0.00934,0.01569,0.00416,0.00112,0.00132,0.01263,-0.00539,0.0019
BSVN,3,-0.00439,0.00602,-0.03705,-0.00752,-0.02172,0.00163,-0.01453,0.01182,0.0011,-0.02924
LNC,7,0.21639,0.33852,0.59368,-0.00029,0.40951,-0.01183,0.26774,0.13008,0.03,0.55491
BOKF,0,0.21347,0.40966,0.62313,-0.00453,0.37774,-0.01091,0.24792,0.10054,0.02803,0.50263
CIO,6,0.01212,-0.00939,0.0183,-0.00913,0.01133,0.00157,0.00749,-0.00769,0.00273,0.01597
AIR,7,0.21639,0.25155,0.4817,0.00118,0.35484,-0.00914,0.23339,0.17864,0.02511,0.46795
WIRE,0,0.21347,0.26845,0.48192,-0.0087,0.33833,-0.00956,0.22844,0.10781,0.02661,0.4364
ENR,6,0.01212,-0.01204,0.02378,-0.01456,0.01032,-0.00058,0.00975,-0.00029,8e-05,0.01128
SAP,7,0.21639,0.21662,0.36725,-0.00291,0.33041,-0.01018,0.22014,0.16683,0.02576,0.43301
SIFY,4,0.1117,-0.00278,0.16232,0.00103,0.14635,-0.0033,0.10892,0.08694,0.01304,0.18691
MOH,4,0.1117,0.04169,0.25428,0.00303,0.22399,-0.00612,0.15339,0.08803,0.01514,0.28048
MAPS,3,-0.00439,0.00276,-0.00251,-0.00141,-0.00234,-0.00162,-0.00498,-0.01948,-0.00023,-0.00547
FND,3,-0.00439,0.0054,0.00206,-0.00448,-0.0025,0.00101,-0.00374,0.00154,-0.0021,-0.0013
ABUS,4,0.1117,-0.01803,0.10653,0.00384,0.10862,-0.00279,0.09367,0.06822,0.00743,0.13405
OMVKY,3,-0.00439,0.00547,0.00295,0.00811,0.00546,0.00109,0.00244,0.00409,0.00061,0.00765
VERX,3,-0.00439,0.0079,-0.05379,-0.00252,-0.04431,0.00351,-0.02103,-0.01347,-0.00157,-0.05177
RKLB,6,0.01212,-0.0064,-0.00483,-0.00074,0.00302,0.00092,0.00286,-0.01068,0.00573,-0.00199
BATRA,3,-0.00439,0.00572,-0.00404,-0.0438,-0.00022,0.00134,0.00291,-0.00654,0.0003,0.00184
PSTL,3,-0.00439,0.00341,-0.01737,-0.00525,-0.02167,-0.00098,-0.01311,-0.02542,-3e-05,-0.03077
IOCJY,6,0.01212,-0.0061,0.01326,-0.00175,0.01998,-0.00178,0.01385,0.03026,0.00602,0.02276
AIT,7,0.21639,0.30115,0.53664,0.00611,0.39127,-0.0116,0.25499,0.16947,0.02863,0.51755
OPY,0,0.21347,0.28051,0.49398,-0.00377,0.33723,-0.01036,0.22474,0.12023,0.02471,0.43467
EOD,7,0.21639,0.2626,0.38773,0.00849,0.36049,-0.01003,0.239,0.28535,0.02641,0.47899
AXL,7,0.21639,0.25063,0.46637,0.0222,0.34783,-0.00941,0.23137,0.13544,0.02687,0.46702
AVY,7,0.21639,0.2674,0.46123,0.00454,0.36062,-0.00902,0.23109,0.14489,0.02447,0.48379
TPG,3,-0.00439,0.00656,-0.01571,-0.01497,-0.01336,0.00218,-0.01025,0.02104,-0.00235,-0.00919
GHLD,3,-0.00439,0.00364,0.00318,-0.00361,-0.00109,-0.00075,-0.00176,-0.00102,0.00203,-0.00679
XOMA,4,0.1117,-0.00064,0.16085,0.00585,0.13857,-0.00361,0.11106,0.05107,0.01117,0.17405
ALXO,3,-0.00439,0.00439,-0.02453,-0.00103,-0.00681,1e-05,-0.00612,0.01756,0.00045,-0.00897
BETR,6,0.01212,-0.00946,0.01809,-0.03502,0.0161,0.00153,0.00881,-0.01936,0.00266,0.01469
TARS,3,-0.00439,0.00576,-0.02092,0.0135,-0.0079,0.00137,-0.00328,-0.00805,-0.00162,-0.00985
EGHT,2,0.16715,0.0851,0.29333,0.00036,0.25226,-0.00622,0.17963,0.12783,0.01732,0.31473
AI,1,0.00861,0.07279,0.01194,0.0814,0.03157,-0.0002,0.02207,0.03483,0.00173,0.04049
PWP,6,0.01212,-0.00663,0.0433,-0.00422,0.03274,0.00076,0.02701,0.00246,0.00549,0.04328
NFBK,0,0.21347,0.37608,0.58955,-0.01504,0.33656,-0.00862,0.22274,0.08491,0.02357,0.42167
KIDS,3,-0.00439,0.00779,-0.0621,-0.01013,-0.03939,0.00341,-0.02473,-0.02515,-0.0053,-0.04835
TRI,2,0.16715,0.1553,0.34796,-0.00963,0.32245,-0.00976,0.20812,0.16494,0.0242,0.419
FRHC,3,-0.00439,0.00632,0.01004,-0.01391,0.00182,0.00193,-0.00261,0.00667,0.00076,0.00584
NOW,3,-0.00439,0.00473,0.0026,-0.00069,-0.0027,0.00034,-0.00169,-0.00619,-0.00151,-0.00215
GOLLQ,4,0.1117,0.04349,0.25587,-0.00312,0.23374,-0.00803,0.15519,0.15953,0.01861,0.29855
SHIP,6,0.01212,-0.00083,0.10672,-0.00176,0.09047,-0.00488,0.06811,0.0477,0.01129,0.12175
FDUS,3,-0.00439,0.00461,0.01107,0.00621,0.00434,0.00022,0.00331,-0.0117,-0.00043,0.00484
X,2,0.16715,0.11167,0.36471,-0.0069,0.27882,-0.00963,0.1922,0.12143,0.02297,0.37382
MPB,4,0.1117,0.00795,0.26002,-0.00105,0.17266,-0.0018,0.11965,0.07958,0.00979,0.22308
PII,7,0.21639,0.24137,0.43921,-0.00222,0.34996,-0.00921,0.23462,0.1428,0.02629,0.45776
ALV,7,0.21639,0.28365,0.46499,0.00311,0.37163,-0.01078,0.24279,0.15202,0.0267,0.50004
TAC,2,0.16715,0.09234,0.2769,0.00174,0.25949,-0.00893,0.17115,0.19221,0.02168,0.33653
MTCH,4,0.1117,0.05367,0.23263,0.01045,0.22954,-0.00719,0.16538,0.13184,0.01886,0.29227
PD,6,0.01212,-0.01049,0.04317,0.01047,0.03053,-0.00024,0.01653,0.00144,0.00163,0.0391
GRFS,3,-0.00439,0.00507,-0.00597,-0.01789,-0.00535,0.00068,-0.0027,-0.01083,-0.00026,-0.00894
PHK,2,0.16715,0.10925,0.28946,0.03523,0.2764,-0.00691,0.17995,0.28501,0.01891,0.35792
ACN,7,0.21639,0.27103,0.43084,0.0011,0.37199,-0.00933,0.2434,0.16098,0.0259,0.48742
AGL,3,-0.00439,0.00477,-0.03016,-0.01879,-0.023,0.00038,-0.01169,-0.00381,0.00074,-0.02077
IFN,2,0.16715,0.15354,0.35721,0.00133,0.32069,-0.01027,0.21165,0.19099,0.02542,0.41914
STLA,3,-0.00439,0.00559,-0.00318,-0.00338,-0.00291,0.0012,-0.00306,0.01279,-0.0011,-0.00134
HUN,7,0.21639,0.24914,0.44878,0.01007,0.34747,-0.01042,0.23426,0.12264,0.02653,0.46553
BHVN,1,0.00861,0.03261,-0.02581,0.04123,-0.01584,-0.00046,-0.00754,-0.03067,0.00131,-0.01522
PRCH,3,-0.00439,0.0052,0.00428,-0.00514,0.00015,0.00082,-0.00222,0.01606,-0.00188,-0.0035
ALTG,3,-0.00439,0.00318,-0.00337,-0.00521,-0.00111,-0.00121,-0.00119,0.01497,-0.00084,-0.00037
MTC,3,-0.00439,0.00542,-0.01048,-0.00057,-0.00314,0.00104,-0.00322,0.01393,0.00103,-0.00417
PAC,2,0.16715,0.10548,0.30525,0.00346,0.27263,-0.0072,0.17472,0.19126,0.02301,0.3589
WMT,4,0.1117,0.02077,0.22864,-0.01171,0.20147,-0.00643,0.13247,0.07624,0.0143,0.24527
KAR,2,0.16715,0.13113,0.38484,0.00217,0.29828,-0.00801,0.19611,0.13711,0.02009,0.3899
BFK,5,0.11046,0.3354,0.12497,0.00034,0.16259,-0.00168,0.1019,0.44585,0.00865,0.20736
NPCE,3,-0.00439,0.00763,-0.03368,0.00203,-0.03425,0.00324,-0.02579,-0.02401,-0.0036,-0.04463
TRN,7,0.21639,0.25016,0.47499,-0.00252,0.35114,-0.00988,0.23704,0.12018,0.02658,0.46655
AU,5,0.11046,0.19275,0.03801,0.00586,0.09272,-0.00488,0.06569,0.3032,0.0128,0.11332
ET,2,0.16715,0.07764,0.28109,-0.00215,0.24479,-0.00732,0.17422,0.11763,0.01863,0.3199
UNG,6,0.01212,-0.00992,0.04716,-0.00804,0.04608,-0.00178,0.03529,0.01578,0.00221,0.06178
DAKT,2,0.16715,0.07431,0.33814,-0.00856,0.24146,-0.00733,0.16524,0.08586,0.01763,0.30174
MMSI,2,0.16715,0.10156,0.33361,-0.02058,0.26872,-0.00745,0.18333,0.13026,0.02121,0.33361
KC,3,-0.00439,0.00531,0.01033,0.01512,0.00457,0.00093,0.00399,0.02453,-0.00018,0.00372
EEX,3,-0.00439,0.0056,-0.01313,-0.00011,-0.00459,0.00121,-0.00265,0.01286,-0.00193,-0.0059
CNQ,7,0.21639,0.22275,0.40065,-0.00083,0.32835,-0.00993,0.22264,0.17126,0.02525,0.43914
EIG,2,0.16715,0.10753,0.44168,-0.01831,0.27468,-0.00744,0.17892,0.06434,0.02024,0.3464
LYTS,2,0.16715,0.07469,0.32915,-0.00266,0.24185,-0.00733,0.16424,0.11094,0.01803,0.30585
JFIN,3,-0.00439,0.00643,0.01003,-0.00341,0.00249,0.00204,0.00313,-0.02193,0.00107,0.00358
BNIGF,6,0.01212,-0.01108,0.03178,-0.0025,0.0321,0.00056,0.02016,0.00765,0.00104,0.03909
SKE,6,0.01212,-0.00959,0.0096,-0.00197,0.01069,-3e-05,0.00818,0.02228,0.00254,0.01254
GNTX,7,0.21639,0.23766,0.44484,0.00544,0.34397,-0.00894,0.22476,0.11813,0.02325,0.45405
BKGFY,6,0.01212,-0.00979,0.02102,0.00444,0.00744,-0.00047,0.00727,-0.02097,0.00233,0.01488
ODP,2,0.16715,0.1043,0.36211,0.01384,0.27145,-0.00814,0.18188,0.08058,0.02049,0.34891
GNFT,3,-0.00439,0.00615,0.00523,0.00835,-0.00018,0.00176,-0.00084,-0.00192,0.00027,-0.00357
HII,3,-0.00439,0.00661,-0.00685,0.00162,-0.00033,0.00222,0.00388,-0.00233,-0.00044,-0.00061
LSCC,2,0.16715,0.11478,0.31764,-0.01176,0.28193,-0.00835,0.1939,0.12885,0.02239,0.36526
ELP,2,0.16715,0.07286,0.25717,-0.00127,0.24001,-0.00801,0.15687,0.17224,0.01616,0.29753
SYK,7,0.21639,0.26113,0.4165,-0.00112,0.36599,-0.01006,0.23578,0.17183,0.02612,0.47752
ULCC,6,0.01212,-0.00739,0.02197,0.00177,0.01877,-0.00091,0.01115,0.05496,0.00473,0.01939
WMB,2,0.16715,0.13805,0.34999,0.00278,0.3052,-0.01066,0.20873,0.16963,0.02416,0.40303
ZM,3,-0.00439,0.00623,0.00777,0.00758,0.00898,0.00184,0.00561,-0.00617,0.00045,0.0127
VLRS,6,0.01212,-0.00971,0.02212,-0.00563,0.00928,-0.0008,0.00723,-0.00904,0.00241,0.01364
SCSC,0,0.21347,0.26786,0.48133,-0.00432,0.34119,-0.0106,0.22978,0.12741,0.02594,0.43528
VBTX,3,-0.00439,0.00323,-0.00088,0.02675,0.00161,-0.00116,-0.00033,0.00733,-0.00034,0.00651
NVO,4,0.1117,0.03338,0.20052,-0.01014,0.20374,-0.00772,0.14508,0.12247,0.01711,0.25954
EVH,6,0.01212,-0.01,0.03237,0.00164,0.02344,-0.00232,0.0127,-0.00745,0.00212,0.03848
AN,2,0.16715,0.15402,0.41912,0.00057,0.32117,-0.00955,0.21075,0.135,0.02121,0.4218
SUZ,4,0.1117,-0.00756,0.1636,0.00532,0.14834,-0.00519,0.10414,0.09465,0.01073,0.19298
ON,7,0.21639,0.23962,0.38865,-0.00302,0.34179,-0.00869,0.23356,0.16028,0.02655,0.45601
EXAI,6,0.01212,-0.01104,0.01474,-0.0088,0.00669,0.00041,0.00548,-0.00896,0.00108,0.01157
ELYM,1,0.00861,0.05301,-0.03118,0.06163,-0.02707,0.00276,-0.01672,-0.02198,-0.00788,-0.03638
CYBN,3,-0.00439,0.00362,-0.01668,-0.00139,-0.00026,-0.00077,0.00049,0.01946,-6e-05,-0.00431
NUS,4,0.1117,0.04083,0.24908,0.00015,0.21737,-0.00679,0.15253,0.10799,0.01895,0.28309
NVEI,3,-0.00439,0.00613,-0.02687,-0.00226,-0.01772,0.00174,-0.01236,-0.01033,-0.00295,-0.02358
HUYA,3,-0.00439,0.00538,0.00308,0.02923,-0.00237,0.00099,-0.00601,0.00642,0.00214,-0.00235
PFSI,3,-0.00439,0.00588,-0.01922,0.00955,-0.01751,0.00149,-0.01171,-0.01464,-0.00209,-0.02327
FWRD,0,0.21347,0.24275,0.45622,-0.00093,0.32807,-0.01051,0.21488,0.11892,0.02377,0.42579
HWKN,0,0.21347,0.23951,0.45298,-0.01476,0.31462,-0.00918,0.21153,0.12388,0.02212,0.39736
OMF,3,-0.00439,0.00426,0.00469,0.00895,0.00336,-0.00013,-0.00041,0.00386,-0.00202,0.00273
ZETA,3,-0.00439,0.00468,-0.01365,-0.02088,-0.00883,0.0003,-0.00918,0.01172,-0.00103,-0.01186
GHM,2,0.16715,0.0801,0.35264,-0.00718,0.24725,-0.00778,0.16953,0.07518,0.02072,0.31373
CHW,7,0.21639,0.31667,0.43676,0.0072,0.40476,-0.01142,0.27303,0.28548,0.03092,0.53306
EBCOY,6,0.01212,-0.01019,0.00993,-0.0027,0.0098,0.00097,0.00583,0.01543,0.00194,0.01187
HLIT,2,0.16715,0.08276,0.32707,-0.00439,0.24992,-0.00817,0.17176,0.09553,0.02052,0.31035
CDLX,3,-0.00439,0.00486,-0.00065,0.02381,-0.0109,0.00048,-0.01023,0.00131,0.00092,-0.0115
LFST,3,-0.00439,0.00618,0.00293,0.01593,0.00226,0.00179,0.00265,-0.00848,-0.00248,0.0034
ULTA,2,0.16715,0.10963,0.32723,-0.00522,0.27679,-0.00728,0.17702,0.13217,0.01785,0.36223
BEKE,3,-0.00439,0.00617,-0.00615,-0.02124,-0.02581,0.00178,-0.01688,-0.00619,-0.00144,-0.03228
RRAC,6,0.01212,-0.0098,0.0582,0.00639,0.03554,0.00055,0.02006,-0.00738,0.00232,0.04597
PUTKY,6,0.01212,-0.00034,0.10778,-0.00365,0.10148,-0.00629,0.0679,0.04823,0.01179,0.13409
WD,3,-0.00439,0.00493,-0.00391,-0.00375,-0.00069,0.00054,0.00055,0.0027,0.00062,-0.00295
CRNX,6,0.01212,-0.0088,0.02442,-0.01443,0.0112,-0.00039,0.00963,-0.01251,0.00332,0.0155
SVNDY,4,0.1117,0.02888,0.23216,0.00396,0.20521,-0.00497,0.14058,0.11903,0.01398,0.26233
NCA,5,0.11046,0.18483,0.09621,-0.00777,0.11512,-0.00213,0.07144,0.29528,0.00779,0.14535
DJCO,4,0.1117,0.0206,0.2425,0.01601,0.18434,-0.0015,0.1323,0.08461,0.00996,0.23311
HUT,3,-0.00439,0.00695,-0.02022,-0.00074,-0.00582,0.00256,-0.00726,0.01018,-0.00112,-0.00918
UROY,3,-0.00439,0.00597,-0.03805,0.00432,-0.0478,0.00159,-0.03186,-0.03917,-0.00257,-0.06048
ETD,2,0.16715,0.13404,0.41915,-0.00626,0.30119,-0.00833,0.19789,0.10526,0.0203,0.38794
G,7,0.21639,0.22473,0.41055,0.00126,0.33872,-0.00903,0.21991,0.17799,0.02188,0.44112
ATEC,4,0.1117,0.01565,0.20924,-0.00339,0.18235,-0.00491,0.12736,0.11987,0.01648,0.23143
REFI,6,0.01212,-0.00752,0.02379,-0.01956,0.02718,-0.00054,0.02092,0.02993,0.0046,0.03287
VCYT,3,-0.00439,0.00454,-0.00438,-0.0082,-0.0058,0.00015,-0.00399,0.01434,0.00204,-0.0052
NGNE,3,-0.00439,0.00521,0.00537,-0.00207,-0.00755,0.00083,-0.00663,-0.00126,-0.00164,-0.00988
TRMD,6,0.01212,-0.01085,0.03169,-0.00653,0.02224,-0.00144,0.01186,0.01721,0.00128,0.02338
DOV,7,0.21639,0.34223,0.52302,-0.00786,0.41318,-0.01167,0.26763,0.18196,0.02973,0.55863
CTLT,3,-0.00439,0.00531,-0.01322,-0.00037,-0.00326,0.00092,-0.00188,0.01282,0.00033,-0.001
ESS,7,0.21639,0.23252,0.41433,0.00058,0.34206,-0.01015,0.21134,0.1983,0.02531,0.44891
TNC,0,0.21347,0.29387,0.50734,-0.01099,0.35531,-0.01085,0.23255,0.12722,0.02458,0.45978
NFJ,7,0.21639,0.33991,0.46335,0.00138,0.42348,-0.01068,0.28492,0.28068,0.02936,0.5563
FG,1,0.00861,0.22332,0.00773,0.23193,0.01955,0.00175,0.01345,0.03703,-0.00882,0.03667
ABL,3,-0.00439,0.00513,0.01544,-0.01016,0.00803,0.00074,0.00756,0.01066,-0.00051,0.0076
EBTC,0,0.21347,0.26451,0.47797,-0.00436,0.31381,-0.00802,0.21333,0.10264,0.01893,0.39509
VCV,5,0.11046,0.31995,0.12912,-0.00537,0.16546,-0.00228,0.10388,0.4304,0.01017,0.21353
CNK,2,0.16715,0.08544,0.32991,-0.00681,0.25259,-0.00767,0.16707,0.10274,0.02068,0.33221
CXW,2,0.16715,0.09502,0.35127,-0.00791,0.26217,-0.00875,0.17521,0.15003,0.02031,0.33611
MUJ,5,0.11046,0.31211,0.10077,0.00174,0.14162,-0.00067,0.08768,0.42257,0.00937,0.18245
CLBT,6,0.01212,-0.00997,0.03326,0.00173,0.02767,-0.00084,0.01749,-0.00478,0.00215,0.03732
JOUT,2,0.16715,0.07112,0.3321,-0.00638,0.23827,-0.00536,0.16322,0.08027,0.01584,0.29624
NLCP,3,-0.00439,0.00316,0.00211,-0.00551,-0.00629,-0.00123,-0.00458,-0.01453,0.00191,-0.00475
ANAB,6,0.01212,-0.01112,0.00581,-0.00363,0.00648,-0.00154,0.00514,0.01816,0.001,0.00414
CABA,3,-0.00439,0.00584,-0.00863,-0.0013,0.00245,0.00145,0.00082,-0.01228,-0.00021,0.00352
VRTS,7,0.21639,0.24077,0.47295,-0.01018,0.34879,-0.01125,0.23497,0.14783,0.0256,0.45716
DHC,2,0.16715,0.11307,0.36537,0.00309,0.28023,-0.01076,0.17855,0.17212,0.02472,0.36536
BLK,7,0.21639,0.32741,0.51826,-0.0034,0.40945,-0.01157,0.27028,0.16844,0.02912,0.5438
STC,2,0.16715,0.14781,0.4216,-0.01545,0.31496,-0.00744,0.20934,0.16666,0.0213,0.40431
DBRG,3,-0.00439,0.00491,-0.00631,-0.02972,-0.00786,0.00052,-0.00628,-0.00377,0.00026,-0.00879
MIN,5,0.11046,0.10813,0.10874,0.00272,0.1234,-0.00271,0.07947,0.21859,0.00735,0.15523
DVA,2,0.16715,0.07406,0.29357,-0.00892,0.24121,-0.00833,0.16104,0.08841,0.02079,0.30563
TXO,6,0.01212,-0.00279,0.00229,-0.02945,0.00344,-0.00067,0.00264,-0.0129,0.00934,0.00696
AVD,2,0.16715,0.10032,0.37799,-0.0117,0.26747,-0.00615,0.1831,0.11216,0.01861,0.33759
HCSG,2,0.16715,0.11415,0.37855,-0.00148,0.2813,-0.00871,0.18934,0.10513,0.02342,0.35065
PDT,7,0.21639,0.21047,0.3319,0.00417,0.32428,-0.00759,0.20411,0.33998,0.02246,0.42686
HALO,4,0.1117,0.05743,0.26297,-0.00793,0.21665,-0.00642,0.16913,0.07761,0.01649,0.26951
BAX,2,0.16715,0.0975,0.30684,-0.00617,0.26465,-0.00785,0.17618,0.0991,0.02025,0.33192
CNDA,3,-0.00439,0.0036,0.00526,0.02014,0.00469,-0.00079,0.00162,0.00528,-0.00385,0.00335
DXLG,4,0.1117,0.01132,0.2382,-0.00408,0.18013,-0.00552,0.12302,0.07726,0.01713,0.23309
MSBI,3,-0.00439,0.00551,-0.0063,-0.00323,-0.0012,0.00112,-0.00077,-0.0008,-0.00149,-0.00141
